language,length,average_word_length,frequency_of_1,frequency_of_0,frequency_of_01,frequency_of_10,frequency_of_11,frequency_of_00,nc,levenshtein,special,classe
"['1100', '00101', '111']",3,4.0,1.25,1.75,0.5,0.5,0.5,0.5,9.0,2.6666666666666665,4.3243764253354055e-06,True
"['001110', '001', '11', '0101001', '010', '101101', '0011110', '100']",8,4.62,3.896103896103896,4.112554112554113,1.948051948051948,1.7316017316017316,1.0822510822510822,1.0822510822510822,64.0,3.25,15.886887416863205,True
"['011', '1010', '01000']",3,4.0,1.75,1.25,0.75,0.75,0.25,0.25,9.0,2.3333333333333335,2.58436603296736e-06,True
"['1000111', '0010']",2,5.5,1.0909090909090908,0.9090909090909092,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.18181818181818182,4.0,4.0,2.3666914261133493e-06,True
"['0111', '110', '000101', '011000', '01110', '1000101']",6,5.17,3.0947775628626695,2.9013539651837523,1.3539651837524178,1.160541586073501,0.5802707930367506,0.7736943907156674,36.0,2.933333333333333,0.7220684568337251,True
"['001011', '01', '0011', '00111', '11000']",5,4.4,2.5,2.5,1.1363636363636362,0.45454545454545453,0.9090909090909091,0.9090909090909091,25.0,3.0,0.0006160884605200516,True
"['00', '111010', '100', '1101']",4,3.75,1.8666666666666667,2.1333333333333333,0.5333333333333333,1.0666666666666667,0.5333333333333333,0.5333333333333333,16.0,2.5,7.799891207063372e-06,True
"['00111', '10', '010101']",3,4.33,1.3856812933025404,1.6166281755196303,0.9237875288683602,0.6928406466512702,0.23094688221709006,0.23094688221709006,9.0,3.3333333333333335,2.691123642698308e-06,True
"['1001100', '00011', '110', '1010001']",4,5.5,2.1818181818181817,1.8181818181818181,0.7272727272727273,0.9090909090909091,0.7272727272727273,0.5454545454545454,16.0,3.5,0.002593678554722689,True
"['001110', '1100', '110011', '101000', '1111', '00001', '11010']",7,5.14,3.307392996108949,3.6964980544747084,0.9727626459143969,1.3618677042801557,1.1673151750972763,1.3618677042801557,49.0,2.761904761904762,9.442902739250131,True
"['1100100', '1110', '0101', '1101', '0', '1011', '00110']",7,4.14,3.140096618357488,3.8647342995169085,1.4492753623188406,1.6908212560386473,0.7246376811594204,1.2077294685990339,49.0,2.9047619047619047,0.25146230453568,True
"['0111', '1000001']",2,5.5,1.0909090909090908,0.9090909090909091,0.36363636363636365,0.18181818181818182,0.36363636363636365,0.18181818181818182,4.0,5.0,1.9985856419111852e-06,True
"['0001', '1001']",2,4.0,1.25,0.75,0.5,0.25,0.5,0.0,4.0,1.0,5.199234240143562e-08,True
"['11111', '0']",2,3.0,0.3333333333333333,1.6666666666666667,0.0,0.0,0.0,0.6666666666666666,4.0,5.0,1.2894100915556035e-07,True
"['01110', '0110']",2,4.5,0.8888888888888888,1.1111111111111112,0.4444444444444444,0.4444444444444444,0.0,0.4444444444444444,4.0,1.0,4.783295500932077e-07,True
"['00100', '11110', '10', '11100']",4,4.25,1.8823529411764706,2.1176470588235294,0.23529411764705882,0.9411764705882353,0.7058823529411764,0.7058823529411764,16.0,2.5,2.112552856455132e-05,True
"['00010', '1000', '11']",3,3.67,1.907356948228883,1.0899182561307903,0.2724795640326976,0.5449591280653951,0.5449591280653951,0.2724795640326976,9.0,3.0,2.2599338163824016e-07,True
"['111', '100', '111000']",3,4.0,1.25,1.75,0.0,0.5,0.5,0.5,9.0,2.6666666666666665,5.401657759893151e-06,True
"['10', '10010']",2,3.5,1.1428571428571428,0.8571428571428571,0.2857142857142857,0.8571428571428571,0.2857142857142857,0.0,4.0,3.0,1.7053488307670885e-07,True
"['0100100', '0101']",2,5.5,1.2727272727272727,0.7272727272727273,0.7272727272727273,0.5454545454545454,0.36363636363636365,0.0,4.0,3.0,1.2083020374093638e-06,True
"['1111010', '1']",2,4.0,0.5,1.5,0.25,0.5,0.0,0.5,4.0,6.0,5.09524955534069e-07,True
"['000011', '1', '1101', '101100', '011000']",5,4.6,2.608695652173913,2.391304347826087,0.8695652173913044,0.8695652173913044,0.8695652173913044,0.8695652173913044,25.0,3.9,0.0004282838009912818,True
"['111011', '1011011']",2,6.5,0.46153846153846156,1.5384615384615385,0.46153846153846156,0.46153846153846156,0.0,0.6153846153846154,4.0,1.0,1.58950989189669e-05,True
"['0110011', '0100001', '1', '01']",4,4.25,2.1176470588235294,1.8823529411764706,1.1764705882352942,0.47058823529411764,0.7058823529411764,0.47058823529411764,16.0,4.166666666666667,5.4584680593571204e-05,True
"['011001', '0100101', '0']",3,4.67,1.7130620985010707,1.284796573875803,1.0706638115631693,0.6423982869379015,0.4282655246252677,0.21413276231263384,9.0,4.333333333333333,8.975957992183846e-06,True
"['01', '101100']",2,4.0,1.0,1.0,0.5,0.5,0.25,0.25,4.0,4.0,2.2460691917420187e-07,True
"['01011', '1010110', '1110110']",3,6.33,1.1058451816745656,1.8957345971563981,0.7898894154818326,0.9478672985781991,0.0,0.631911532385466,9.0,2.0,0.0002652995924937255,True
"['010110', '00001', '01110', '0']",4,4.25,2.3529411764705883,1.6470588235294117,0.9411764705882353,0.7058823529411764,0.47058823529411764,0.47058823529411764,16.0,3.5,4.694700549480031e-05,True
"['101', '0100101']",2,5.0,1.0,1.0,0.8,0.6000000000000001,0.2,0.0,4.0,4.0,1.4079526322308766e-06,True
"['0111', '1110100', '010']",3,4.67,1.284796573875803,1.7130620985010707,0.6423982869379015,0.6423982869379015,0.21413276231263384,0.4282655246252677,9.0,3.3333333333333335,1.1227573033782017e-05,True
"['1011101', '110', '1101001']",3,5.67,1.0582010582010581,1.9400352733686068,0.7054673721340388,0.8818342151675485,0.1763668430335097,0.5291005291005291,9.0,3.6666666666666665,0.0001332459751063992,True
"['101', '11110', '11', '000']",4,3.25,1.5384615384615385,2.4615384615384617,0.3076923076923077,0.6153846153846154,0.3076923076923077,0.9230769230769231,16.0,2.6666666666666665,6.3472251603672605e-06,True
"['00', '110', '0110']",3,3.0,1.6666666666666665,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,9.0,1.6666666666666667,1.414191713319049e-07,True
"['001', '10']",2,2.5,1.2000000000000002,0.8,0.4,0.4,0.4,0.0,4.0,2.0,1.2478162176344548e-08,True
"['110000', '10', '0110001', '101110']",4,5.25,2.095238095238095,1.9047619047619047,0.5714285714285714,0.9523809523809523,0.5714285714285714,0.5714285714285714,16.0,3.8333333333333335,0.0016558833162063624,True
"['0111001', '11000']",2,6.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,4.0,3.0,3.843273950314121e-06,True
"['01111', '0']",2,3.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,4.0,4.0,6.239081088172275e-08,True
"['101', '10']",2,2.5,0.8,1.2000000000000002,0.4,0.8,0.0,0.0,4.0,1.0,4.575326131326334e-08,True
"['00', '11101', '11001', '01']",4,3.5,1.714285714285714,2.2857142857142856,0.8571428571428571,0.5714285714285714,0.5714285714285714,0.5714285714285714,16.0,2.5,3.964936031533481e-06,True
"['00', '1001011']",2,4.5,1.1111111111111112,0.8888888888888888,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.2222222222222222,4.0,5.0,1.5597702720430687e-07,True
"['1101010', '10']",2,4.5,0.8888888888888888,1.1111111111111112,0.4444444444444444,0.8888888888888888,0.0,0.2222222222222222,4.0,5.0,8.85949514520463e-07,True
"['00', '11']",2,2.0,1.0,1.0,0.0,0.0,0.5,0.5,4.0,2.0,6.239081088172274e-09,True
"['1100', '100100', '1001001', '011', '000']",5,4.6,3.0434782608695654,1.956521739130435,0.8695652173913044,1.0869565217391304,1.3043478260869565,0.4347826086956522,25.0,2.8,0.0054829577004444135,True
"['1010', '0110010']",2,5.5,1.0909090909090908,0.9090909090909091,0.5454545454545454,0.7272727272727273,0.18181818181818182,0.18181818181818182,4.0,3.0,2.765992615756375e-06,True
"['0110', '00', '10011', '1001000', '010010']",5,4.8,3.1250000000000004,1.8750000000000002,1.0416666666666667,1.25,1.0416666666666667,0.4166666666666667,25.0,3.1,0.005367048883865828,True
"['001001', '1010100', '11001', '0100111']",4,6.25,2.08,1.92,1.12,0.9600000000000001,0.8,0.32,16.0,3.0,0.005267754948194414,True
"['0011110', '00011', '111', '11000']",4,5.0,1.7999999999999998,2.2,0.4,0.4,0.6000000000000001,1.0,16.0,3.5,0.00025660924576913354,True
"['001', '10100', '110']",3,3.67,1.6348773841961854,1.3623978201634879,0.5449591280653951,0.8174386920980927,0.5449591280653951,0.2724795640326976,9.0,2.6666666666666665,5.850871598241556e-07,True
"['1110', '11', '010111', '0101100', '000']",5,4.4,2.2727272727272725,2.727272727272727,0.9090909090909091,0.9090909090909091,0.45454545454545453,0.9090909090909091,25.0,3.3,0.0032364426223739605,True
"['0000111', '01', '010']",3,4.0,1.75,1.25,0.75,0.25,0.5,0.25,9.0,3.6666666666666665,3.244322165849583e-07,True
"['00', '100', '0110']",3,3.0,2.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,9.0,1.6666666666666667,9.705237248267982e-08,True
"['110000', '1010', '11010', '0110']",4,4.75,2.1052631578947367,1.894736842105263,0.631578947368421,1.263157894736842,0.42105263157894735,0.631578947368421,16.0,2.3333333333333335,0.00041464724942623333,True
"['001', '01010']",2,4.0,1.25,0.75,0.75,0.5,0.25,0.0,4.0,2.0,8.734713523441185e-08,True
"['001', '11', '10000', '00100', '00010', '10010']",6,4.17,4.07673860911271,1.9184652278177459,0.9592326139088729,1.1990407673860912,1.6786570743405278,0.23980815347721823,36.0,2.4,0.005454688562680152,True
"['00', '0000110', '010100', '1']",4,4.0,2.75,1.25,0.75,0.75,1.0,0.25,16.0,4.166666666666667,8.412361000552283e-07,True
"['0111', '100']",2,3.5,0.8571428571428571,1.1428571428571428,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,4.0,3.0,1.247816217634455e-07,True
"['101', '101010', '0010111', '00100', '0110110']",5,5.6,2.5,2.5,1.4285714285714286,1.4285714285714286,0.5357142857142857,0.5357142857142857,25.0,3.0,0.15796274370162686,True
"['1111', '01', '111100']",3,4.0,0.75,2.25,0.25,0.25,0.25,1.0,9.0,3.3333333333333335,5.4959372074477545e-06,True
"['101', '00011', '110011', '1100111', '1011']",5,5.0,1.8,3.2,1.0,0.8,0.6000000000000001,1.2,25.0,2.4,0.017861110734455475,True
"['00100', '10101', '0001011']",3,5.67,1.763668430335097,1.2345679012345678,0.8818342151675485,0.7054673721340388,0.5291005291005291,0.1763668430335097,9.0,2.6666666666666665,2.6457863201242558e-05,True
"['111', '1110', '110', '000110', '00101', '1000100', '11001']",7,4.71,3.397027600849257,3.609341825902335,1.0615711252653928,1.48619957537155,1.0615711252653928,1.0615711252653928,49.0,2.8095238095238093,5.054759478848725,True
"['10111', '0']",2,3.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,4.0,4.0,9.566591001864154e-08,True
"['1111', '01', '00111', '110']",4,3.5,1.1428571428571428,2.8571428571428568,0.5714285714285714,0.2857142857142857,0.2857142857142857,1.1428571428571428,16.0,2.5,1.6302718883394152e-05,True
"['001100', '1101', '101111', '001001', '110001', '1010', '01010']",7,5.29,3.402646502835539,3.5916824196597354,1.7013232514177694,1.7013232514177694,0.945179584120983,0.945179584120983,49.0,2.8095238095238093,16.407904272816264,True
"['0101', '0110001', '11', '10100', '011100', '010', '1100101']",7,4.86,3.4979423868312756,3.4979423868312756,1.8518518518518516,1.6460905349794237,0.8230452674897119,0.8230452674897119,49.0,3.0,3.4388520301143926,True
"['0101100', '000', '10100', '1111011']",4,5.5,2.0,2.0,0.7272727272727273,0.9090909090909092,0.5454545454545454,0.7272727272727273,16.0,3.6666666666666665,0.0015020327758062744,True
"['11101', '00011', '110', '11']",4,3.75,1.3333333333333333,2.6666666666666665,0.5333333333333333,0.5333333333333333,0.26666666666666666,1.0666666666666667,16.0,2.8333333333333335,3.100719316136818e-05,True
"['01', '10011', '1001']",3,3.67,1.3623978201634879,1.6348773841961854,0.8174386920980927,0.5449591280653951,0.5449591280653951,0.2724795640326976,9.0,2.0,1.1438315328315837e-06,True
"['111', '001001', '110001', '11110', '000']",5,4.6,2.391304347826087,2.608695652173913,0.6521739130434783,0.6521739130434783,0.8695652173913044,0.8695652173913044,25.0,3.2,0.006239307358846405,True
"['01', '00111']",2,3.5,0.8571428571428571,1.1428571428571428,0.5714285714285714,0.0,0.2857142857142857,0.2857142857142857,4.0,3.0,8.110805414623957e-08,True
"['001001', '00111', '0110010']",3,6.0,1.6666666666666665,1.3333333333333333,0.8333333333333333,0.5,0.6666666666666666,0.3333333333333333,9.0,2.6666666666666665,5.242214576528749e-05,True
"['1101', '101111', '1101010', '0010010', '0']",5,5.0,2.2,2.8000000000000003,1.2000000000000002,1.4,0.4,0.8,25.0,4.0,0.02398323068103896,True
"['0001', '010100', '1', '010001']",4,4.25,2.5882352941176467,1.4117647058823528,1.176470588235294,0.7058823529411764,0.7058823529411764,0.0,16.0,3.3333333333333335,1.1264660904695042e-05,True
"['1100100', '0', '011000', '0010', '0101011']",5,5.0,3.0,2.0,1.2000000000000002,1.2000000000000002,0.8,0.6000000000000001,25.0,3.9,0.0218483061435566,True
"['010110', '0101', '000011', '11', '111001', '00110']",6,4.83,2.8985507246376807,3.1055900621118013,1.4492753623188408,1.0351966873706004,0.8281573498964803,1.0351966873706004,36.0,3.1333333333333333,0.12977522005031028,True
"['101011', '0111001', '0111']",3,5.67,1.0582010582010581,1.9400352733686066,0.8818342151675485,0.5291005291005291,0.1763668430335097,0.5291005291005291,9.0,2.6666666666666665,0.00012337158943751856,True
"['1000010', '01', '0011111']",3,5.33,1.5009380863039399,1.50093808630394,0.5628517823639775,0.37523452157598497,0.5628517823639775,0.37523452157598497,9.0,5.0,4.707178711656375e-05,True
"['1001', '0']",2,2.5,1.2000000000000002,0.8,0.4,0.4,0.4,0.0,4.0,3.0,3.743448652903365e-08,True
"['001', '1000', '11001', '110011']",4,4.5,2.0,2.0,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.6666666666666666,16.0,2.1666666666666665,5.2827339420402674e-05,True
"['0100000', '11', '0']",3,3.33,2.1021021021021022,0.9009009009009009,0.3003003003003003,0.3003003003003003,0.6006006006006006,0.3003003003003003,9.0,4.666666666666667,3.632531655780302e-07,True
"['001100', '010', '1']",3,3.33,1.8018018018018018,1.2012012012012012,0.6006006006006006,0.6006006006006006,0.6006006006006006,0.3003003003003003,9.0,3.3333333333333335,2.731331054155418e-07,True
"['10', '011', '000101', '11']",4,3.25,1.8461538461538463,2.153846153846154,0.9230769230769231,0.6153846153846154,0.3076923076923077,0.6153846153846154,16.0,2.5,5.0817315463163175e-06,True
"['0010110', '0011001', '1110110']",3,7.0,1.4285714285714284,1.5714285714285714,0.7142857142857142,0.7142857142857142,0.42857142857142855,0.5714285714285714,9.0,3.0,0.0005043479046933501,True
"['001', '100110', '111', '0110', '0111110', '0101110']",6,5.0,2.4,3.5999999999999996,1.2000000000000002,1.2000000000000002,0.4,1.2,36.0,2.8666666666666667,0.14963451462985486,True
"['0000', '1110100', '000001']",3,5.67,2.1164021164021163,0.8818342151675485,0.3527336860670194,0.3527336860670194,0.8818342151675485,0.1763668430335097,9.0,3.6666666666666665,1.0294483795484253e-05,True
"['00', '01', '01000']",3,3.0,2.333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,9.0,2.3333333333333335,5.5458498561531327e-08,True
"['000', '1000110', '000001']",3,5.33,2.25140712945591,0.7504690431519699,0.37523452157598497,0.37523452157598497,0.7504690431519699,0.18761726078799248,9.0,3.3333333333333335,6.212738301355547e-06,True
"['100', '110', '1001111']",3,4.33,1.1547344110854503,1.8475750577367205,0.23094688221709006,0.6928406466512702,0.4618937644341801,0.6928406466512702,9.0,3.3333333333333335,6.853283959741234e-06,True
"['01110', '010', '1']",3,3.0,1.3333333333333333,1.6666666666666665,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,9.0,2.6666666666666665,3.174999042647669e-07,True
"['00', '011', '101111']",3,3.67,1.0899182561307903,1.907356948228883,0.5449591280653951,0.2724795640326976,0.2724795640326976,0.8174386920980927,9.0,3.3333333333333335,3.313645289051497e-07,True
"['0111', '00']",2,3.0,1.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,4.0,3.0,5.823142348960789e-08,True
"['1', '1010011']",2,4.0,0.75,1.25,0.5,0.5,0.25,0.25,4.0,6.0,4.3881536986811665e-07,True
"['101', '1000000', '001000', '011', '10', '10111']",6,4.33,3.4642032332563506,2.540415704387991,0.9237875288683602,1.1547344110854503,1.1547344110854503,0.4618937644341801,36.0,3.4,0.03198985328537393,True
"['1100001', '100', '0010001', '010011']",4,5.75,2.4347826086956523,1.5652173913043477,0.8695652173913043,0.6956521739130435,1.0434782608695652,0.34782608695652173,16.0,3.1666666666666665,0.006645522906120713,True
"['01', '000100', '101101', '00111', '000', '11000']",6,4.5,3.5555555555555554,2.4444444444444446,1.1111111111111112,0.8888888888888888,1.1111111111111112,0.6666666666666666,36.0,3.2,0.0249716031690428,True
"['11101', '101', '010100', '110', '1001001', '1100', '11110', '000']",8,4.5,3.7777777777777772,4.222222222222221,1.3333333333333333,2.0,1.1111111111111112,1.1111111111111112,64.0,2.7142857142857144,33.122520953121956,True
"['0000110', '00011']",2,6.0,1.3333333333333335,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,4.0,2.0,4.0554027073119785e-07,True
"['00', '1100', '1101011']",3,4.33,1.3856812933025404,1.6166281755196303,0.4618937644341801,0.6928406466512702,0.4618937644341801,0.6928406466512702,9.0,3.3333333333333335,2.277957828414899e-06,True
"['0010101', '10', '010', '0011111']",4,4.75,1.894736842105263,2.1052631578947367,1.0526315789473684,0.8421052631578947,0.42105263157894735,0.42105263157894735,16.0,3.8333333333333335,9.187150887018477e-05,True
"['111', '110100', '1000000', '001111', '100101', '00100', '0010001']",7,5.71,4.028021015761822,2.97723292469352,1.2259194395796849,1.2259194395796846,1.7513134851138354,0.7005253940455342,49.0,3.3333333333333335,638.6559001825223,True
"['1110', '100', '0011']",3,3.67,1.3623978201634879,1.6348773841961854,0.2724795640326976,0.5449591280653951,0.5449591280653951,0.5449591280653951,9.0,2.6666666666666665,2.5774337206471683e-06,True
"['001', '1011010', '10']",3,4.0,1.5,1.5,0.75,1.0,0.25,0.25,9.0,3.6666666666666665,1.2117681935694595e-06,True
"['0001', '111']",2,3.5,0.8571428571428571,1.1428571428571428,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,4.0,3.0,3.1195405440861375e-08,True
"['001001', '1110']",2,5.0,1.0,1.0,0.4,0.4,0.4,0.2,4.0,4.0,3.2859160397707315e-07,True
"['1010100', '1011110', '100110', '0', '0111000', '10001', '0101100', '011011']",8,5.75,4.0,4.0,1.7391304347826086,2.0869565217391304,0.8695652173913043,1.2173913043478262,64.0,3.5714285714285716,24221.038378698144,True
