language,length,average_word_length,frequency_of_1,frequency_of_0,frequency_of_01,frequency_of_10,frequency_of_11,frequency_of_00,entropy,special,classe
"['0011', '00100', '1']",3,3.33,1.8018018018018018,1.2012012012012012,0.6006006006006006,0.3003003003003003,0.9009009009009009,0.3003003003003003,0.5739760316291208,0,2.7867895527169495e-07,True
"['1011001', '010', '111100', '1101', '1011111']",5,5.4,1.6666666666666665,3.333333333333333,0.9259259259259258,1.111111111111111,0.37037037037037035,1.1111111111111112,0.8449541414369381,0,0.077955277601258,True
"['01001', '1011101', '000011', '011001', '00000']",5,5.8,2.931034482758621,2.0689655172413794,1.206896551724138,0.6896551724137931,1.0344827586206897,0.5172413793103449,0.7504733994151579,0,0.13575540339777029,True
"['100101', '0000011', '0101', '1']",4,4.5,2.2222222222222223,1.7777777777777777,1.1111111111111112,0.6666666666666666,0.6666666666666666,0.2222222222222222,0.7157801421416577,0,0.0001577021331251865,True
"['0011001', '1011', '00100']",3,5.33,1.6885553470919323,1.3133208255159474,0.7504690431519699,0.5628517823639775,0.7504690431519699,0.37523452157598497,0.839478118460249,1,1.8240300176887654e-05,True
"['010', '1111']",2,3.5,0.5714285714285714,1.4285714285714284,0.2857142857142857,0.2857142857142857,0.0,0.5714285714285714,0.4591479170272448,1,9.774560371469896e-08,True
"['010', '11', '1000000', '011', '10']",5,3.4,2.941176470588235,2.0588235294117645,0.5882352941176471,0.8823529411764706,0.8823529411764706,0.5882352941176471,0.6856528893382613,1,3.91964030283335e-05,True
"['11100', '0111', '1111001']",3,5.33,0.9380863039399625,2.0637898686679175,0.37523452157598497,0.37523452157598497,0.37523452157598497,0.7504690431519699,0.8817830958268108,1,8.091533586373825e-05,True
"['01111', '00110', '1001001']",3,5.67,1.4109347442680775,1.5873015873015872,0.7054673721340388,0.5291005291005291,0.5291005291005291,0.5291005291005291,0.8927022751254275,1,8.635026872276832e-05,True
"['111', '0011100']",2,5.0,0.8,1.2,0.2,0.2,0.4,0.4,0.4926140680171258,0,1.9216369751570606e-06,True
"['01000', '011110', '0', '1010101', '11100', '01011', '110', '1010010']",8,4.88,3.8934426229508197,4.0983606557377055,1.8442622950819674,2.254098360655738,0.6147540983606558,1.0245901639344264,0.8088596529967729,0,75.69153128865891,True
"['011000', '00000', '000111', '01010']",4,5.5,2.727272727272727,1.2727272727272727,0.7272727272727273,0.5454545454545454,0.7272727272727273,0.36363636363636365,0.7223116071272895,1,0.0016357809969402715,True
"['101011', '1']",2,3.5,0.5714285714285714,1.4285714285714284,0.5714285714285714,0.5714285714285714,0.0,0.2857142857142857,0.4591479170272448,1,1.8093335155699595e-07,True
"['010', '100111', '1000000', '1110', '1101101', '10']",6,4.83,2.898550724637681,3.1055900621118013,0.8281573498964803,1.4492753623188404,0.8281573498964803,0.8281573498964803,0.8504438566195117,1,0.12176196613465606,True
"['1101100', '1100', '0110110', '10110', '10011', '101110', '001', '0110000', '1110000']",9,5.67,4.409171075837742,4.585537918871252,1.4109347442680775,2.1164021164021163,1.4109347442680775,1.763668430335097,0.9552553148541892,0,884387.5073362322,True
"['00111', '1100', '1100101', '1110001']",4,5.75,1.7391304347826089,2.260869565217391,0.6956521739130435,0.6956521739130435,0.6956521739130435,0.6956521739130435,0.985351716630793,1,0.002126130136749843,True
"['1001', '00100', '111010', '1110', '0010011']",5,5.2,2.5,2.5,0.9615384615384615,1.1538461538461537,0.9615384615384615,0.5769230769230769,0.8873460378870472,1,0.03193878696125223,True
"['0111', '000', '111011', '01011', '001', '01']",6,3.83,2.610966057441253,3.3942558746736293,1.5665796344647518,0.5221932114882506,0.5221932114882506,1.0443864229765012,0.7250911624361075,1,0.002586299454873461,True
"['1010000', '0100', '00011', '001', '0010', '01010']",6,4.67,4.068522483940043,1.9271948608137048,1.498929336188437,1.284796573875803,1.2847965738758031,0.21413276231263384,0.8909789734081207,1,0.11667727865036641,True
"['001011', '11', '101', '1010001']",4,4.5,1.7777777777777777,2.2222222222222223,1.1111111111111112,0.8888888888888888,0.4444444444444444,0.4444444444444444,0.7258809925221853,0,5.0795478679354574e-05,True
"['0', '101', '1011011']",3,3.67,1.0899182561307903,1.907356948228883,0.8174386920980927,0.8174386920980927,0.0,0.5449591280653951,0.5938054675403736,1,1.013504061211985e-06,True
"['1011110', '0', '1101101', '10']",4,4.25,1.4117647058823528,2.588235294117647,0.7058823529411764,1.1764705882352942,0.0,0.9411764705882353,0.6815602842833155,1,0.00010054695112328832,True
"['0100110', '011', '11111', '1101110', '1000100', '101111']",6,5.83,2.229845626072041,3.773584905660377,1.0291595197255574,1.2006861063464838,0.5145797598627787,1.3722126929674099,0.7132979214783929,0,7.164282740818894,True
"['11', '111010', '111011', '1100001', '0110']",5,5.0,1.8000000000000003,3.2,0.8,1.0,0.4,1.2,0.710709278347419,0,0.027360774697548065,True
"['101', '111', '0110011', '001000']",4,4.75,1.894736842105263,2.1052631578947367,0.8421052631578947,0.631578947368421,0.631578947368421,0.631578947368421,0.6383865979342738,0,0.00040376837170215694,True
"['1000001', '111']",2,5.0,1.0,1.0,0.2,0.2,0.4,0.2,0.4315602842833155,1,1.095998577822263e-06,True
"['110101', '0100', '11', '000101', '11010', '001101']",6,4.83,2.8985507246376807,3.105590062111801,1.6563146997929608,1.4492753623188404,0.6211180124223602,0.8281573498964803,0.76980339783713,1,0.3099426502279913,True
"['0010011', '1']",2,4.0,1.0,1.0,0.5,0.25,0.5,0.25,0.4926140680171258,0,8.110805414623957e-08,True
"['000', '1001000', '0010']",3,4.67,2.355460385438972,0.6423982869379015,0.4282655246252677,0.6423982869379015,0.8565310492505354,0.0,0.5581328976752546,1,1.5999776835001789e-06,True
"['010111', '1100']",2,5.0,0.8,1.2000000000000002,0.4,0.4,0.2,0.4,0.9591479170272448,0,7.902836045018214e-07,True
"['001', '01']",2,2.5,1.2000000000000002,0.8,0.8,0.0,0.4,0.0,0.9591479170272448,0,1.0398468480287125e-08,True
"['11', '1101', '0110']",3,3.33,0.9009009009009009,2.1021021021021022,0.6006006006006006,0.6006006006006006,0.0,0.9009009009009009,0.603759374819711,1,1.3615061396855941e-06,True
"['101000', '00', '1']",3,3.0,2.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.3060986113514965,1,4.450544509562889e-07,True
"['11010', '11111']",2,5.0,0.4,1.6,0.2,0.4,0.0,0.6000000000000001,0.4854752972273343,0,1.7947756596975575e-06,True
"['011', '0001010']",2,5.0,1.2,0.8,0.6000000000000001,0.4,0.2,0.2,0.8907082013105603,0,8.193993162466254e-07,True
"['100', '00110', '10']",3,3.33,1.8018018018018016,1.2012012012012012,0.3003003003003003,0.9009009009009009,0.6006006006006006,0.3003003003003003,0.9630821428363859,0,7.459168056525963e-07,True
"['0', '11001', '10']",3,2.67,1.4981273408239701,1.4981273408239701,0.37453183520599254,0.7490636704119851,0.37453183520599254,0.37453183520599254,0.6569835314848895,0,1.414191713319049e-07,True
"['1000', '11', '101101']",3,4.0,1.25,1.75,0.5,0.75,0.25,0.5,0.5765246528378741,1,3.1680667303274774e-06,True
"['101101', '01']",2,4.0,0.75,1.25,0.75,0.5,0.0,0.25,0.9591479170272448,1,3.764245589863939e-07,True
"['0010', '100101', '101', '0000100', '11110']",5,5.0,2.8,2.2,1.0,1.2,1.0,0.4,0.8086349663966624,1,0.0045148968875387335,True
"['00000', '1111', '01']",3,3.67,1.6348773841961854,1.3623978201634879,0.2724795640326976,0.0,0.5449591280653951,0.5449591280653951,0.3333333333333333,1,8.457421030633528e-08,True
"['100011', '010000', '01100']",3,5.67,1.9400352733686066,1.0582010582010581,0.5291005291005291,0.5291005291005291,0.7054673721340388,0.3527336860670194,0.8736576720343409,0,0.00010010813575342021,True
"['1110100', '1']",2,4.0,0.75,1.25,0.25,0.5,0.25,0.25,0.4926140680171258,1,4.845686311813799e-07,True
"['1011', '0100111', '110110', '1']",4,4.5,1.3333333333333333,2.6666666666666665,0.8888888888888888,0.8888888888888888,0.2222222222222222,0.8888888888888888,0.6787005236369685,0,0.00019270961711092112,True
"['00', '00010']",2,3.5,1.7142857142857142,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.0,0.36096404744368116,1,4.15938739211485e-09,True
"['0101', '011', '1000', '100000', '110', '111101', '10']",7,4.0,3.5,3.5,1.0,1.5,0.75,1.0,0.8497020908378314,0,0.054246391674988514,True
"['0111111', '001']",2,5.0,0.6000000000000001,1.4,0.4,0.0,0.2,0.6,0.7549843063184085,1,1.0502453165089994e-06,True
"['01001', '0010111']",2,6.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.9780893652444601,0,2.4436400928674743e-06,True
"['1010000', '0100', '10110', '11', '0000']",5,4.4,3.1818181818181817,1.8181818181818181,0.6818181818181818,1.1363636363636362,1.1363636363636362,0.45454545454545453,0.5290698574960866,0,0.002188742850948935,True
"['0101100', '101', '1110']",3,4.67,1.2847965738758031,1.7130620985010707,0.6423982869379015,0.8565310492505354,0.21413276231263384,0.4282655246252677,0.9049340315159581,0,7.93888406908321e-06,True
"['0101000', '0111010', '0', '100011', '1011111']",5,5.6,2.321428571428571,2.678571428571429,1.0714285714285714,1.0714285714285714,0.35714285714285715,0.7142857142857143,0.688004296636642,1,0.07057725641982726,True
"['110', '1001', '000000']",3,4.33,2.0785219399538106,0.9237875288683602,0.23094688221709006,0.4618937644341801,0.9237875288683602,0.23094688221709006,0.6394319446848299,0,9.317027758337264e-06,True
"['0', '101', '01001']",3,3.0,1.6666666666666665,1.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.0,0.6297488095030527,0,2.3431215642246986e-07,True
"['00111', '11101', '111010']",3,5.33,0.9380863039399625,2.0637898686679175,0.5628517823639775,0.5628517823639775,0.18761726078799248,0.5628517823639775,0.8703915077988401,1,2.25300150406221e-05,True
"['1010000', '0111', '101110', '1011', '101111']",5,5.4,1.8518518518518516,3.148148148148148,0.9259259259259258,1.111111111111111,0.37037037037037035,0.9259259259259259,0.8107990146375481,1,0.07020437565889895,True
"['011', '001000']",2,4.5,1.3333333333333335,0.6666666666666666,0.4444444444444444,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.7841591278514218,1,4.1593873921148495e-07,True
"['00', '101011', '1', '111110', '0110']",5,3.8,1.8421052631578947,3.1578947368421053,0.7894736842105263,1.0526315789473684,0.2631578947368421,1.0526315789473684,0.5136636511405687,0,7.494051452121167e-05,True
"['1101100', '010', '000', '01110', '0011', '100011']",6,4.67,3.2119914346895078,2.78372591006424,1.0706638115631693,1.0706638115631693,0.8565310492505354,1.0706638115631693,0.8124124274239016,1,0.15738516492927668,True
"['0', '1000001', '0101101']",3,5.0,1.7999999999999998,1.2000000000000002,0.8,0.6000000000000001,0.4,0.2,0.6161162348669609,0,1.159775851168024e-05,True
"['110', '000', '1']",3,2.33,1.7167381974248928,1.2875536480686696,0.0,0.4291845493562232,0.4291845493562232,0.4291845493562232,0.3060986113514965,1,1.3448685901171348e-07,True
"['0', '111100']",2,3.5,0.8571428571428571,1.1428571428571428,0.0,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.4591479170272448,0,1.247816217634455e-07,True
"['01001', '10110', '0101', '0010100']",4,5.25,2.2857142857142856,1.7142857142857142,1.3333333333333333,1.1428571428571428,0.5714285714285714,0.19047619047619047,0.951255439368992,1,0.0006608642657961679,True
"['01111', '1010', '01']",3,3.67,1.0899182561307903,1.907356948228883,0.8174386920980927,0.5449591280653951,0.0,0.5449591280653951,0.9073093649624541,1,1.3878489265023216e-06,True
"['001101', '10', '1']",3,3.0,1.3333333333333333,1.6666666666666665,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1,1.5112440858017288e-07,True
"['0', '010110']",2,3.5,1.1428571428571428,0.8571428571428571,0.5714285714285714,0.5714285714285714,0.0,0.2857142857142857,0.5,1,4.575326131326334e-08,True
"['0101000', '01']",2,4.5,1.3333333333333335,0.6666666666666666,0.6666666666666666,0.4444444444444444,0.2222222222222222,0.0,0.9315602842833155,1,3.348306850652454e-07,True
"['0', '00111', '010110', '00011']",4,4.25,2.1176470588235294,1.8823529411764706,0.9411764705882353,0.47058823529411764,0.47058823529411764,0.7058823529411764,0.7354752972273343,0,1.564241613489592e-05,True
"['0', '0111', '110011', '01010']",4,4.0,1.75,2.25,1.0,0.75,0.25,0.75,0.6751311382420728,1,1.661467293780277e-05,True
"['0100', '01011', '10101']",3,4.67,1.498929336188437,1.4989293361884368,1.0706638115631693,0.8565310492505354,0.21413276231263384,0.21413276231263384,0.91772643778949,1,6.196100751787088e-06,True
"['11', '00010', '10110', '10']",4,3.5,2.0,2.0,0.5714285714285714,1.1428571428571428,0.2857142857142857,0.5714285714285714,0.6732196723355077,1,1.3137425077994752e-05,True
"['010100', '11010', '011010', '111']",4,5.0,1.8000000000000003,2.2,1.0,1.2000000000000002,0.2,0.6000000000000001,0.7223116071272895,1,0.0003548030234753329,True
"['0101001', '1010', '100000']",3,5.67,1.9400352733686068,1.0582010582010581,0.7054673721340388,0.8818342151675485,0.5291005291005291,0.0,0.8784168525608687,0,5.914094286601701e-05,True
"['011011', '11011', '1', '10100', '11100', '0001000']",6,4.83,2.8985507246376807,3.105590062111801,1.0351966873706004,1.2422360248447206,0.8281573498964803,1.0351966873706004,0.6956329827389194,1,0.16206837239816108,True
"['011001', '10']",2,4.0,1.0,1.0,0.5,0.5,0.25,0.25,1.0,0,2.1212875699785732e-07,True
"['111', '011100', '1111101']",3,5.33,0.7504690431519699,2.25140712945591,0.37523452157598497,0.37523452157598497,0.18761726078799248,0.7504690431519699,0.5305575928607759,0,8.46476928169293e-05,True
"['100', '000', '110011', '1111', '011001', '1100011']",6,4.83,2.691511387163561,3.312629399585921,0.8281573498964803,0.8281573498964803,1.0351966873706004,1.4492753623188406,0.6369699673572051,0,0.1908093365103289,True
"['1010111', '1111', '001000', '01110', '0001', '10100', '01']",7,4.71,3.3970276008492566,3.609341825902335,1.4861995753715498,1.2738853503184715,0.8492569002123143,0.8492569002123143,0.7523317576547793,1,3.5069214624591463,True
"['110', '011100', '00001']",3,4.67,1.7130620985010707,1.2847965738758031,0.4282655246252677,0.4282655246252677,0.6423982869379015,0.4282655246252677,0.8800746429806173,0,1.8280507588344763e-05,True
"['001110', '0011', '11111']",3,5.0,1.0,2.0,0.4,0.2,0.4,0.8,0.6666666666666666,0,1.0114243675159276e-05,True
"['0', '1100101']",2,4.0,1.0,1.0,0.5,0.5,0.25,0.25,0.4926140680171258,0,2.100490633017999e-07,True
"['0100', '00100', '001001', '1100001', '01']",5,4.8,3.333333333333334,1.6666666666666667,1.25,0.8333333333333334,1.4583333333333335,0.20833333333333334,0.8873460378870472,0,0.0036023397718709118,True
"['0101000', '01111', '10110', '00']",4,4.75,2.1052631578947367,1.894736842105263,0.8421052631578947,0.8421052631578947,0.42105263157894735,0.631578947368421,0.6389998144771655,1,0.0001724565200518659,True
"['100', '01001', '11', '0101', '1000', '1011', '0000']",7,3.71,4.0431266846361185,2.9649595687331534,1.3477088948787062,1.3477088948787062,1.3477088948787062,0.5390835579514824,0.6445432396324892,1,0.021470187287825935,True
"['010111', '011', '1', '001011', '1000', '0101010']",6,4.5,2.888888888888889,3.1111111111111107,1.7777777777777777,1.3333333333333333,0.4444444444444444,0.6666666666666666,0.772182988100394,0,0.03409005761389311,True
"['0', '0011101']",2,4.0,1.0,1.0,0.5,0.25,0.25,0.25,0.4926140680171258,0,6.031111718566532e-08,True
"['1011', '001', '10', '110']",4,3.0,1.6666666666666665,2.333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.911967448142028,1,2.9843604538424045e-06,True
"['11', '00010', '1000001']",3,4.67,1.9271948608137046,1.0706638115631693,0.4282655246252677,0.4282655246252677,0.6423982869379015,0.21413276231263384,0.5283495544846645,1,1.7481905209058712e-05,True
"['0', '0111', '10']",3,2.33,1.2875536480686696,1.7167381974248928,0.4291845493562232,0.4291845493562232,0.0,0.4291845493562232,0.603759374819711,0,4.15938739211485e-08,True
"['100101', '00']",2,4.0,1.25,0.75,0.5,0.5,0.5,0.0,0.5,1,3.077946670164989e-07,True
"['0', '111', '11110']",3,3.0,0.6666666666666666,2.333333333333333,0.0,0.3333333333333333,0.0,1.0,0.24064269829578744,1,3.521614658657239e-07,True
"['111000', '011']",2,4.5,0.8888888888888888,1.1111111111111112,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.9591479170272448,1,9.379418569218986e-07,True
"['011011', '100', '0001011']",3,5.33,1.5009380863039399,1.5009380863039399,0.7504690431519699,0.5628517823639775,0.37523452157598497,0.5628517823639775,0.9406066013810769,0,3.9058034074422474e-05,True
"['1101101', '00', '01']",3,3.67,1.3623978201634879,1.6348773841961854,0.8174386920980927,0.5449591280653951,0.2724795640326976,0.5449591280653951,0.6210401895222103,0,2.419376999746804e-06,True
"['110', '11110', '001000', '001011']",4,5.0,2.0,2.0,0.6000000000000001,0.8,0.6000000000000001,0.8,0.8225615876475515,0,0.0009460890569762036,True
"['1111011', '00']",2,4.5,0.6666666666666666,1.3333333333333333,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.6666666666666666,0.29583638929116374,0,1.023209298460253e-06,True
"['0101100', '101010', '1111', '0111010', '0']",5,5.0,2.2,2.8,1.2000000000000002,1.4,0.2,0.8,0.5940912544137007,0,0.009741554800635988,True
"['1110101', '111', '0100011', '1000010']",4,6.0,1.8333333333333335,2.166666666666667,0.8333333333333333,0.8333333333333333,0.5,0.5,0.6778673182918784,1,0.016070477408661726,True
"['1001', '00']",2,3.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.5,0,7.48689730580673e-08,True
"['1100', '10011', '001000', '011']",4,4.5,2.2222222222222223,1.777777777777778,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.6666666666666666,0.8848172125393781,0,0.00021462750897367034,True
"['00101', '010101', '010110']",3,5.67,1.5873015873015872,1.4109347442680775,1.2345679012345678,0.8818342151675485,0.1763668430335097,0.1763668430335097,0.9903168648182229,0,3.0288658989380336e-05,True
"['001010', '0110']",2,5.0,1.2000000000000002,0.8,0.6000000000000001,0.6000000000000001,0.2,0.2,0.9591479170272448,0,3.4522915354553255e-07,True
"['1100', '00', '1111', '10001', '10']",5,3.4,2.352941176470588,2.6470588235294117,0.29411764705882354,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.5941901188909338,1,8.343231982095334e-05,True
